Index,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),Outlier,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,Log2-SiteEnergyUseWN(kBtu)
1300,2016,Campus,Low-Rise Multifamily,7,DOWNTOWN,1942,1.0,4.0,45500,0,45500,Multifamily Housing,22669.0,Retail Store,10455.0,Restaurant,3668.0,,3778355.0,Normal,47.60918,-122.34079,26.34,0.58,21.849327209440585
1301,2016,Campus,Restaurant,7,DOWNTOWN,1912,1.0,2.0,25380,0,25380,Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,,6868711.5,Normal,47.60895,-122.34052,218.79,8.62,22.711608268958496
1302,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1915,1.0,6.0,40715,0,40715,Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,,2877728.5,Normal,47.60836,-122.34157,44.89,1.1,21.456499557736908
1308,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1910,1.0,4.0,36160,0,36160,Office,36160.0,No Use,0.0,No Use,0.0,47.0,1921962.0,Normal,47.61041,-122.34214,12.98,0.36,20.874149132163037
1314,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1909,1.0,5.0,66900,0,66900,Office,68048.0,No Use,0.0,No Use,0.0,100.0,1634178.25,Normal,47.6123,-122.34611,14.13,0.21,20.640134807950194
1315,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1910,1.0,3.0,29340,0,29340,Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,,2370772.25,Normal,47.61252,-122.34565,75.99,2.59,21.17692625376195
1317,2016,NonResidential,Other,7,DOWNTOWN,1930,1.0,2.0,22710,0,22710,Food Service,22710.0,No Use,0.0,No Use,0.0,,287763.5,Normal,47.61341,-122.34597,2.01,0.09,18.134529099757113
1320,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,2000,1.0,3.0,50499,13540,36959,Office,36959.0,Parking,13540.0,No Use,0.0,13.0,3205182.5,Normal,47.6367,-122.3285,22.46,0.44,21.611975524284166
1321,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,1964,1.0,5.0,54465,9605,44860,Office,57972.0,Parking,0.0,No Use,0.0,68.0,3658985.5,Normal,47.63616,-122.32718,41.22,0.76,21.803012662120885
1322,2016,NonResidential,K-12 School,3,EAST,1930,1.0,2.0,45960,0,45960,K-12 School,45960.0,No Use,0.0,No Use,0.0,56.0,4711474.0,Normal,47.63239,-122.32072,182.81,3.98,22.167747357835864
1326,2016,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,1959,1.0,2.0,21128,0,21128,Office,21128.0,No Use,0.0,No Use,0.0,97.0,436604.0938,Normal,47.61992,-122.34539,3.04,0.14,18.735969436550057
1328,2016,NonResidential,Mixed Use Property,7,LAKE UNION,2008,1.0,4.0,274442,0,274442,Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,,9512996.0,Normal,47.61893,-122.34473,220.26,0.8,23.181468492521688
1329,2016,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,2013,1.0,3.0,51552,0,51552,Office,54150.0,Data Center,650.0,No Use,0.0,,1539066.375,Normal,47.61952,-122.34462,10.73,0.21,20.553624958528165
1330,2016,NonResidential,Hotel,7,LAKE UNION,1959,1.0,4.0,38520,0,38520,Hotel,38500.0,No Use,0.0,No Use,0.0,37.0,2874815.0,Normal,47.62014,-122.34456,75.25,1.95,21.455038189943803
1331,2016,NonResidential,Hotel,7,LAKE UNION,1961,1.0,3.0,29186,4256,24930,Hotel,19000.0,No Use,0.0,No Use,0.0,95.0,867184.375,Normal,47.62174,-122.34417,30.22,1.04,19.725980900417238
1333,2016,NonResidential,Worship Facility,7,LAKE UNION,1960,1.0,1.0,27338,0,27338,Worship Facility,27338.0,No Use,0.0,No Use,0.0,56.0,682542.8125,Normal,47.6201,-122.34071,4.05,0.15,19.380562130063108
1335,2016,NonResidential,Other,3,EAST,1999,1.0,2.0,85750,65640,20110,Parking,65000.0,K-12 School,20000.0,No Use,0.0,,2278550.5,Normal,47.64132,-122.31644,77.76,0.91,21.119685548160483
1338,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1930,1.0,3.0,45864,0,45864,Office,45864.0,No Use,0.0,No Use,0.0,94.0,3034554.5,Normal,47.61954,-122.35847,115.43,2.52,21.53305377611472
1340,2016,NonResidential,K-12 School,5,NORTHWEST,1999,1.0,2.0,49252,0,49252,K-12 School,61099.0,No Use,0.0,No Use,0.0,23.0,3870672.5,Normal,47.72726,-122.32835,104.91,2.13,21.884153187520937
1347,2016,SPS-District K-12,K-12 School,5,NORTH,1950,1.0,1.0,34005,0,34005,K-12 School,50337.0,No Use,0.0,No Use,0.0,94.0,991918.0,Normal,47.71343,-122.31466,10.15,0.3,19.919862789535355
1349,2016,SPS-District K-12,K-12 School,1,SOUTHWEST,1949,1.0,1.0,41221,0,41221,K-12 School,60814.0,No Use,0.0,No Use,0.0,83.0,2246747.5,Normal,47.56549,-122.39689,46.46,1.13,21.099407208256782
1351,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,1987,1.0,3.0,33176,0,33176,Office,33176.0,Parking,15000.0,No Use,0.0,89.0,1513388.25,Normal,47.63245,-122.32529,35.96,1.08,20.52935167176285
1352,2016,NonResidential,Retail Store,4,LAKE UNION,1993,1.0,3.0,25194,3764,21430,Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,,1980961.25,Normal,47.63246,-122.32658,55.95,2.22,20.917769957246318
1355,2016,SPS-District K-12,K-12 School,2,SOUTHEAST,2000,1.0,2.0,75605,0,75605,K-12 School,75605.0,No Use,0.0,No Use,0.0,83.0,2457541.75,Normal,47.52499,-122.27466,50.67,0.67,21.228785082401348
1356,2016,SPS-District K-12,K-12 School,2,SOUTHEAST,2008,1.0,2.0,29525,0,29525,K-12 School,29525.0,No Use,0.0,No Use,0.0,77.0,1369340.75,Normal,47.52526,-122.27092,24.42,0.83,20.385051117819454
1359,2016,NonResidential,Worship Facility,2,GREATER DUWAMISH,1977,1.0,99.0,21948,0,21948,Worship Facility,21948.0,No Use,0.0,No Use,0.0,80.0,326001.1875,Normal,47.55072,-122.30265,2.27,0.1,18.314522119521428
1360,2016,NonResidential,Other,3,EAST,1927,1.0,3.0,31191,0,31191,Other - Recreation,30095.0,Self-Storage Facility,1096.0,No Use,0.0,,6014124.0,Normal,47.64033,-122.29135,167.98,5.39,22.5199234231034
1362,2016,NonResidential,Other,5,NORTH,1947,1.0,1.0,37377,0,37377,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,,3515178.25,Normal,47.72039,-122.29729,111.73,2.99,21.74516682803663
1373,2016,NonResidential,Worship Facility,3,EAST,1922,1.0,2.0,22688,0,22688,Worship Facility,22688.0,No Use,0.0,No Use,0.0,87.0,391818.4063,Normal,47.60321889,-122.3205567,7.07,0.31,18.57982932860031
1391,2016,NonResidential,Other,2,SOUTHEAST,1962,1.0,2.0,22364,0,22364,Adult Education,22364.0,Parking,0.0,No Use,0.0,,1625774.5,Normal,47.56028,-122.28914,54.44,2.43,20.63269662169532
1392,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1982,1.0,2.0,41262,0,41262,Office,40738.0,No Use,0.0,No Use,0.0,84.0,2001403.875,Normal,47.54693,-122.28718,13.27,0.32,20.93258161666238
1405,2016,NonResidential,Small- and Mid-Sized Office,7,LAKE UNION,1953,1.0,2.0,43183,0,43183,Office,26580.0,Data Center,11497.0,No Use,0.0,,7588115.5,Normal,47.62038,-122.34668,92.45,2.14,22.855310397873517
1408,2016,NonResidential,Worship Facility,4,NORTH,1908,1.0,3.0,45680,0,45680,Worship Facility,45680.0,No Use,0.0,No Use,0.0,79.0,2394061.75,Normal,47.68566,-122.31849,86.81,1.9,21.1910295361116
1422,2016,NonResidential,Worship Facility,1,SOUTHWEST,1957,1.0,1.0,23562,0,23562,Worship Facility,18278.0,Office,15212.0,No Use,0.0,96.0,531737.1875,Normal,47.53439,-122.37699,3.71,0.16,19.0203565536816
1425,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,1999,1.0,4.0,28844,0,28844,Office,10292.0,Other,10200.0,No Use,0.0,,973080.1875,Normal,47.65804,-122.36537,6.35,0.22,19.89220065345889
1426,2016,SPS-District K-12,K-12 School,1,DELRIDGE,1988,1.0,2.0,54528,0,54528,K-12 School,54285.0,No Use,0.0,No Use,0.0,75.0,2024296.625,Normal,47.54176,-122.37349,13.75,0.25,20.94898998907219
1429,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1989,1.0,1.0,21101,0,21101,Non-Refrigerated Warehouse,18373.0,Office,2728.0,No Use,0.0,,819493.125,Normal,47.56067,-122.32646,27.97,1.33,19.644374081035803
1430,2016,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,1914,1.0,2.0,45594,0,45594,Refrigerated Warehouse,45594.0,No Use,0.0,No Use,0.0,75.0,1329148.25,Normal,47.56067,-122.32705,9.42,0.21,20.34207168307682
1431,2016,NonResidential,Other,2,GREATER DUWAMISH,1950,1.0,1.0,26660,0,26660,Manufacturing/Industrial Plant,26660.0,No Use,0.0,No Use,0.0,,2241280.5,Normal,47.55013,-122.33044,15.62,0.59,21.09589242885929
1432,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1975,1.0,1.0,28126,0,28126,Non-Refrigerated Warehouse,21780.0,Office,6346.0,No Use,0.0,44.0,966168.625,Normal,47.56056,-122.32593,18.63,0.66,19.881916971637864
1433,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1964,1.0,1.0,35000,0,35000,Non-Refrigerated Warehouse,35000.0,No Use,0.0,No Use,0.0,53.0,378714.4063,Normal,47.54813,-122.32553,2.64,0.08,18.530754586286314
1434,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1962,1.0,1.0,26150,0,26150,Non-Refrigerated Warehouse,26150.0,No Use,0.0,No Use,0.0,6.0,1322416.75,Normal,47.54948,-122.32536,26.55,1.02,20.334746563605087
1435,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1967,1.0,2.0,24000,0,24000,Office,24000.0,No Use,0.0,No Use,0.0,73.0,1148448.75,Normal,47.54974,-122.3261,7.59,0.32,20.13125630282557
1436,2016,NonResidential,K-12 School,3,EAST,1968,1.0,5.0,43594,0,43594,K-12 School,40809.0,No Use,0.0,No Use,0.0,38.0,2699616.0,Normal,47.64132,-122.31644,73.26,1.68,21.36432331312078
1442,2016,NonResidential,Distribution Center,4,LAKE UNION,1912,1.0,1.0,28080,0,28080,Distribution Center,25580.0,Office,2500.0,No Use,0.0,,892651.125,Normal,47.65791,-122.34274,18.54,0.66,19.767738527366888
1456,2016,NonResidential,Senior Care Community,5,NORTHWEST,1954,1.0,2.0,51298,0,51298,Senior Care Community,51298.0,No Use,0.0,No Use,0.0,85.0,5847878.5,Normal,47.72618,-122.35642,203.73,3.97,22.479482153093404
1458,2016,NonResidential,Worship Facility,5,NORTHWEST,1962,1.0,1.0,22047,0,22047,Worship Facility,22898.0,Parking,0.0,No Use,0.0,100.0,272664.4063,Normal,47.72558,-122.3578,1.85,0.08,18.05677214819463
1462,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1979,1.0,1.0,31600,0,31600,Non-Refrigerated Warehouse,31600.0,No Use,0.0,No Use,0.0,3.0,3731853.25,Normal,47.5213,-122.32182,103.28,3.27,21.83146121121901
1463,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,2007,1.0,1.0,35289,0,35289,Non-Refrigerated Warehouse,35289.0,No Use,0.0,No Use,0.0,63.0,1010737.813,Normal,47.52024,-122.32137,23.9,0.68,19.946978805069584
1464,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1981,1.0,1.0,28920,0,28920,Non-Refrigerated Warehouse,30000.0,No Use,0.0,No Use,0.0,50.0,2053772.75,Normal,47.51899,-122.321,80.09,2.77,20.969845828034085
1465,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1978,1.0,1.0,22176,0,22176,Non-Refrigerated Warehouse,22176.0,No Use,0.0,No Use,0.0,60.0,746905.625,Normal,47.5193,-122.3213,32.77,1.48,19.510568369299218
1466,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1978,1.0,1.0,31300,0,31300,Non-Refrigerated Warehouse,31300.0,No Use,0.0,No Use,0.0,89.0,398438.5938,Normal,47.51968,-122.3212,9.08,0.29,18.604001492677792
1467,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1979,1.0,1.0,22000,0,22000,Non-Refrigerated Warehouse,22000.0,Parking,0.0,No Use,0.0,14.0,700627.625,Normal,47.51918,-122.31957,4.88,0.22,19.41829040677021
1468,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1974,1.0,3.0,39927,0,39927,Office,39541.0,Parking,0.0,No Use,0.0,38.0,3832168.5,Normal,47.70079,-122.32714,24.88,0.62,21.869729943394436
1469,2016,NonResidential,Other,5,NORTH,1979,1.0,1.0,30610,0,30610,Other - Recreation,23320.0,Office,7290.0,No Use,0.0,,4513728.0,Normal,47.69883,-122.32479,135.81,4.44,22.105888372414714
1470,2016,NonResidential,Medical Office,5,NORTH,1980,1.0,2.0,26930,6350,20580,Medical Office,26930.0,No Use,0.0,No Use,0.0,64.0,1002995.0,Normal,47.70007,-122.32533,6.99,0.26,19.93588442174319
1471,2016,NonResidential,Medical Office,5,NORTH,1968,1.0,2.0,38745,0,38745,Medical Office,65069.0,Parking,0.0,No Use,0.0,76.0,3073612.0,Normal,47.70087,-122.32379,49.62,1.28,21.55150409540403
1472,2016,NonResidential,Self-Storage Facility,4,NORTHEAST,1959,1.0,2.0,20296,0,20296,Self-Storage Facility,20296.0,No Use,0.0,No Use,0.0,,855665.125,Normal,47.66353,-122.29505,5.97,0.29,19.70668845124008
1473,2016,NonResidential,Mixed Use Property,4,NORTHEAST,1945,1.0,2.0,22135,0,22135,Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,1365716.125,Normal,47.66246,-122.29342,27.41,1.24,20.381227264796248
1474,2016,NonResidential,Medical Office,4,NORTHEAST,1967,1.0,3.0,38378,0,38378,Medical Office,35066.0,Parking,3312.0,No Use,0.0,86.0,1807593.875,Normal,47.66183,-122.29264,53.73,1.4,20.78563994103714
1475,2016,NonResidential,Warehouse,4,NORTHEAST,1980,1.0,2.0,33576,0,33576,Non-Refrigerated Warehouse,33576.0,No Use,0.0,No Use,0.0,64.0,1466199.875,Normal,47.66294,-122.29521,49.73,1.48,20.483651340949717
1476,2016,NonResidential,Supermarket / Grocery Store,4,NORTHEAST,1975,1.0,1.0,33005,0,33005,Supermarket/Grocery Store,34982.0,Parking,0.0,No Use,0.0,21.0,10821972.0,Normal,47.66205,-122.29545,225.67,6.84,23.36746021123457
1481,2016,NonResidential,Other,3,EAST,1981,1.0,1.0,20971,0,20971,Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,729397.1875,Normal,47.61074,-122.32259,5.08,0.24,19.476347089125902
1486,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1927,1.0,3.0,23910,0,23910,Office,20000.0,Retail Store,3910.0,No Use,0.0,,910117.6875,Normal,47.63981,-122.39907,15.11,0.63,19.795695172168188
1488,2016,NonResidential,Worship Facility,6,BALLARD,1910,1.0,2.0,21765,0,21765,Worship Facility,21765.0,No Use,0.0,No Use,0.0,80.0,498909.0,Normal,47.67477,-122.38241,17.38,0.8,18.9284200610127
1496,2016,NonResidential,Worship Facility,3,CENTRAL,1901,1.0,2.0,26560,0,26560,Worship Facility,26560.0,No Use,0.0,No Use,0.0,1.0,1831347.125,Normal,47.6101,-122.30838,64.88,2.44,20.804474631607594
1497,2016,NonResidential,Warehouse,4,LAKE UNION,1957,1.0,2.0,20140,0,20140,Non-Refrigerated Warehouse,20140.0,No Use,0.0,No Use,0.0,49.0,116486.6016,Normal,47.65022,-122.34174,0.81,0.04,16.829816883719186
1508,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,1992,1.0,2.0,38845,0,38845,Retail Store,38845.0,Parking,6000.0,No Use,0.0,82.0,6917280.0,Normal,47.53846,-122.28305,215.56,5.55,22.72177363339029
1509,2016,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,1953,1.0,1.0,26092,0,26092,Supermarket/Grocery Store,25946.0,Parking,0.0,No Use,0.0,40.0,8071987.5,Normal,47.53747,-122.28308,173.75,6.66,22.94449268839124
1510,2016,SPS-District K-12,K-12 School,5,NORTH,1955,1.0,1.0,38582,0,38582,K-12 School,40374.0,No Use,0.0,No Use,0.0,85.0,2054157.0,Normal,47.70743,-122.28463,64.54,1.67,20.97011572325378
1512,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1967,1.0,1.0,25500,0,25500,Office,25500.0,No Use,0.0,No Use,0.0,98.0,1430417.125,Normal,47.55045,-122.32749,55.3,2.17,20.44800549163614
1513,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1961,1.0,1.0,41895,0,41895,Non-Refrigerated Warehouse,37524.0,Office,2596.0,No Use,0.0,,1343671.0,Normal,47.5478,-122.32307,25.09,0.6,20.357749578181206
1514,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,1958,1.0,2.0,56193,0,56193,Retail Store,56193.0,No Use,0.0,No Use,0.0,,2580058.5,Normal,47.54912,-122.32184,46.9,0.83,21.298972906044455
1518,2016,NonResidential,K-12 School,6,BALLARD,1922,1.0,3.0,35448,0,35448,K-12 School,35448.0,No Use,0.0,No Use,0.0,97.0,1632148.75,Normal,47.6712,-122.37568,60.34,1.7,20.63834200020653
1519,2016,NonResidential,Supermarket / Grocery Store,6,BALLARD,1966,1.0,1.0,29214,0,29214,Supermarket/Grocery Store,29214.0,No Use,0.0,No Use,0.0,8.0,9558542.0,Normal,47.66986,-122.37418,208.53,7.14,23.188359295598197
1522,2016,NonResidential,Supermarket / Grocery Store,6,BALLARD,2000,1.0,1.0,89103,43035,46068,Supermarket/Grocery Store,47034.0,Parking,0.0,No Use,0.0,34.0,14473242.0,Normal,47.66828,-122.37428,384.85,4.32,23.786884885031274
1523,2016,NonResidential,Other,6,BALLARD,1961,1.0,1.0,32000,0,32000,Other - Recreation,29880.0,Office,4700.0,No Use,0.0,,1527101.375,Normal,47.66621,-122.37502,45.38,1.42,20.542365351140685
1524,2016,NonResidential,Mixed Use Property,6,BALLARD,1910,1.0,2.0,31140,0,31140,Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,,1111093.0,Normal,47.66389,-122.37307,38.86,1.25,20.08354944509452
1525,2016,NonResidential,Warehouse,6,BALLARD,1975,1.0,3.0,41478,0,41478,Non-Refrigerated Warehouse,31932.0,Office,9546.0,No Use,0.0,3.0,3287502.0,Normal,47.6644,-122.37246,78.22,1.89,21.648560780256307
1526,2016,NonResidential,Warehouse,6,BALLARD,1980,1.0,1.0,39840,0,39840,Non-Refrigerated Warehouse,39840.0,No Use,0.0,No Use,0.0,2.0,774360.0,Normal,47.66411,-122.37185,5.24,0.13,19.562646768832064
1534,2016,Nonresidential COS,Other,6,BALLARD,2004,1.0,1.0,30576,15576,15000,Library,15000.0,Other - Services,3100.0,No Use,0.0,,1642173.75,Normal,47.66984,-122.3842,38.52,1.26,20.64717622722179
1537,2016,NonResidential,Other,6,BALLARD,1924,1.0,2.0,21528,0,21528,Social/Meeting Hall,21528.0,No Use,0.0,No Use,0.0,,330300.5,Normal,47.66894,-122.38242,6.61,0.31,18.333423995793968
1538,2016,NonResidential,Other,6,BALLARD,1928,1.0,2.0,30000,0,30000,Strip Mall,25828.0,Parking,0.0,No Use,0.0,,1115775.5,Normal,47.66908,-122.38627,13.14,0.44,20.08961664072647
1557,2016,NonResidential,Other,6,BALLARD,1942,1.0,2.0,30087,0,30087,Other,30554.0,No Use,0.0,No Use,0.0,,5205994.5,Normal,47.67482,-122.37316,36.77,1.22,22.31174263401847
1558,2016,NonResidential,Worship Facility,6,BALLARD,1975,1.0,1.0,40445,0,40445,Worship Facility,40445.0,No Use,0.0,No Use,0.0,92.0,911009.375,Normal,47.66327,-122.37439,29.24,0.72,19.797107958624203
1559,2016,NonResidential,Retail Store,6,BALLARD,1996,1.0,1.0,23500,0,23500,Retail Store,23500.0,No Use,0.0,No Use,0.0,53.0,1149592.0,Normal,47.66318,-122.37283,13.29,0.57,20.132691751527787
1560,2016,NonResidential,Retail Store,6,BALLARD,1967,1.0,1.0,22420,0,22420,Retail Store,23067.0,No Use,0.0,No Use,0.0,82.0,1524765.875,Normal,47.67518,-122.36549,31.79,1.42,20.540157252005542
1563,2016,NonResidential,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,1961,1.0,1.0,25842,0,25842,Supermarket/Grocery Store,25987.0,No Use,0.0,No Use,0.0,35.0,8746499.0,Normal,47.64909,-122.37788,237.54,9.19,23.060274392806395
1565,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1992,1.0,3.0,26389,0,26389,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,No Use,0.0,,1186733.125,Normal,47.65018,-122.37787,8.42,0.32,20.178565320219004
1566,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1982,1.0,3.0,25859,0,25859,Office,25859.0,Parking,4000.0,No Use,0.0,88.0,916019.375,Normal,47.65252,-122.37587,14.9,0.58,19.805020162916826
1567,2016,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,1974,1.0,1.0,25600,0,25600,Non-Refrigerated Warehouse,20600.0,Office,5000.0,No Use,0.0,1.0,1943594.875,Normal,47.66238,-122.38831,34.26,1.34,20.89029684498454
1568,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,1965,1.0,1.0,23169,0,23169,Manufacturing/Industrial Plant,10200.0,No Use,0.0,No Use,0.0,,222255.9063,Normal,47.66126,-122.38751,1.55,0.07,17.761868723772874
1569,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,2008,1.0,4.0,41784,8399,33385,Office,33385.0,Parking,8399.0,No Use,0.0,89.0,1294615.25,Normal,47.66106,-122.38576,9.03,0.22,20.304093087106327
1570,2016,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,1960,1.0,1.0,56884,0,56884,Non-Refrigerated Warehouse,56884.0,No Use,0.0,No Use,0.0,71.0,1577967.75,Normal,47.66206,-122.38948,37.49,0.66,20.589637203911003
1573,2016,NonResidential,Retail Store,6,BALLARD,1989,1.0,1.0,32810,0,32810,Retail Store,32810.0,No Use,0.0,No Use,0.0,66.0,2168833.0,Normal,47.6917,-122.37617,46.44,1.42,21.048488204380654
1581,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1961,1.0,2.0,20022,0,20022,Office,20784.0,No Use,0.0,No Use,0.0,80.0,688824.0,Normal,47.65504,-122.37402,4.58,0.23,19.393777978846227
1582,2016,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,1960,1.0,2.0,36498,0,36498,Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,No Use,0.0,89.0,602201.625,Normal,47.65563,-122.37194,14.81,0.41,19.199889471217816
1583,2016,NonResidential,Distribution Center,7,MAGNOLIA / QUEEN ANNE,1968,1.0,1.0,35946,0,35946,Distribution Center,31845.0,Office,4101.0,No Use,0.0,,503210.6875,Normal,47.66161,-122.39075,11.08,0.31,18.94080590480679
1584,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,2007,1.0,4.0,30152,5680,24472,Office,25184.0,Parking,4968.0,No Use,0.0,96.0,845044.125,Normal,47.66006,-122.38631,5.94,0.2,19.688668857104407
1585,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1979,1.0,4.0,22365,0,22365,Office,21617.0,No Use,0.0,No Use,0.0,71.0,727385.8125,Normal,47.65881,-122.38382,5.07,0.23,19.472363244451792
1586,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1994,1.0,4.0,30172,0,30172,Office,30172.0,No Use,0.0,No Use,0.0,82.0,967548.3125,Normal,47.65801,-122.3839,6.3,0.21,19.883975666532336
1590,2016,NonResidential,Warehouse,6,BALLARD,1927,1.0,4.0,42500,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,No Use,0.0,100.0,262995.3125,Normal,47.66353,-122.38064,1.68,0.04,18.00468304591158
1591,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,1901,1.0,4.0,23032,0,23032,Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,,1172535.25,Normal,47.66691,-122.38416,7.82,0.34,20.161201094953363
1593,2016,NonResidential,Other,6,BALLARD,1900,1.0,3.0,45750,4914,40836,Other,42850.0,Parking,2900.0,No Use,0.0,,7536508.5,Normal,47.66646,-122.38263,303.81,6.64,22.845465069874184
1595,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,1968,1.0,2.0,23500,0,23500,Office,23500.0,No Use,0.0,No Use,0.0,26.0,1745284.25,Normal,47.66497,-122.38047,34.52,1.47,20.735031419586257
1596,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,1966,1.0,1.0,22282,0,22282,Office,22282.0,No Use,0.0,No Use,0.0,93.0,665681.875,Normal,47.66431,-122.37988,16.67,0.75,19.344475529172747
1597,2016,NonResidential,Self-Storage Facility,6,BALLARD,1902,1.0,2.0,24000,0,24000,Self-Storage Facility,24000.0,No Use,0.0,No Use,0.0,,599426.5,Normal,47.66351,-122.37961,17.39,0.72,19.1932257464824
1599,2016,NonResidential,Mixed Use Property,6,BALLARD,1909,1.0,3.0,27085,0,27085,Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,,2151546.25,Normal,47.66852,-122.38175,60.67,2.24,21.036943092897484
1606,2016,Nonresidential COS,Other,5,NORTH,1996,1.0,2.0,29258,0,29258,Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,8571176.0,Normal,47.70544,-122.2918,309.14,10.57,23.031061899154242
1607,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1931,1.0,2.0,37500,0,37500,Office,37500.0,No Use,0.0,No Use,0.0,58.0,2448649.75,Normal,47.719,-122.29966,44.26,1.18,21.22355558692795
1610,2016,NonResidential,Distribution Center,1,DELRIDGE,1980,1.0,1.0,24100,0,24100,Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,No Use,0.0,22.0,939941.6875,Normal,47.55832,-122.35239,30.49,1.27,19.842213266354428
1611,2016,NonResidential,Worship Facility,1,SOUTHWEST,1971,1.0,1.0,23772,0,23772,Worship Facility,23772.0,No Use,0.0,No Use,0.0,100.0,100841.7031,Low Outlier,47.51709,-122.37797,0.7,0.03,16.621747169867064
1613,2016,NonResidential,K-12 School,4,NORTHEAST,2004,3.0,2.0,31343,0,31343,K-12 School,51515.0,No Use,0.0,No Use,0.0,5.0,4277566.0,Normal,47.66665,-122.31818,128.66,4.1,22.02835902130613
